qid,en_label,ja_label,id_label,prefix,cleaned_input,tokiponized,toki_pona_label
Q124482384,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q124482321,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q124482332,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134594961,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134595033,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134595599,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134594978,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q119929555,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134595423,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q119929658,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134595385,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q119929468,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q128866564,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134596985,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134885975,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134885979,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886427,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q128866623,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134596582,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134596583,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134596593,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886454,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886457,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598817,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598822,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886616,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886632,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q128866707,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886581,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886023,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886048,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886168,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886488,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886729,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886735,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886660,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134603017,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134603021,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886253,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886089,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886748,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886762,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886771,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886910,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886924,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886777,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886784,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886788,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886372,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886204,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134597894,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134597897,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134597907,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886307,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887408,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956037,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886137,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886146,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886847,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886859,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886954,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886959,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598071,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598075,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134892406,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887021,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887036,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134602814,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134602822,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134602821,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134602824,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134602829,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134602835,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886397,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956075,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886890,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887064,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956144,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598550,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887234,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887239,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956352,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956364,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956375,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957461,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957476,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957477,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134604592,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887310,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887317,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887130,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887139,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956123,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887173,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887178,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957607,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956276,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q131900983,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134886812,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887369,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887286,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887285,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134887300,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956536,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598396,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134598403,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956557,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956574,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957644,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957655,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957677,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957429,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957510,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957530,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956312,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134989176,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134955553,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956436,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956636,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957584,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957858,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957931,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134955619,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956604,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956681,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957814,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958073,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134989292,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956922,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956923,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956870,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956898,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958210,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958219,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957985,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957716,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956850,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956851,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956698,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956794,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957827,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957120,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958311,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958365,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956977,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956987,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958163,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958174,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958188,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134989254,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957236,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957256,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135000830,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957273,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957281,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958145,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134955842,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134955917,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957312,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957319,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957163,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134958238,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134989374,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135038808,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135070307,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135041207,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135070203,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135070214,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154419,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134957774,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134955575,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154589,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135069291,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135069344,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155781,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135153693,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135153717,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135068874,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135069387,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135069390,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154838,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154847,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135153850,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155945,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135153995,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155235,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155238,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135153965,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155870,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135069148,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155177,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135153896,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154149,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135156021,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135197896,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154229,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155985,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155997,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135156007,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154189,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155286,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155297,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155302,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135156139,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154252,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155593,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155424,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155429,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155668,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135190111,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135187190,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135187224,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135155635,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135154284,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135260048,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q135260772,Tenjin-sha,天神社,Kuil Tenjin-sha,Kuil,tenjinsha,Tensinsija,tomo sewi Tensinsija
Q134956182,Tenjingū,天神宮,Kuil Tenjingū,Kuil,tenjingū,Tensinku,tomo sewi Tensinku
Q134955881,Tenjingū,天神宮,Kuil Tenjingū,Kuil,tenjingū,Tensinku,tomo sewi Tensinku
